"freight_cost","avg_review_score"
"7.92","4.28"
"8.63","4.28"
"8.16","4.28"
"17.76","4.28"
"24.94","4.28"
"25.47","4.28"
"17.32","4.28"
"16.82","4.28"
"9.24","4.28"
"21.04","4.28"
"23.99","4.28"
"22.39","4.28"
"21.48","4.27"
"15.28","4.27"
"23.62","4.27"
"44.50","4.27"
"21.67","4.27"
"8.71","4.27"
"29.70","4.27"
"7.86","4.27"
"15.50","4.27"
"9.64","4.27"
"7.45","4.27"
"15.43","4.27"
"37.77","4.27"
"15.36","4.27"
"13.73","4.27"
"25.88","4.27"
"29.79","4.27"
"18.39","4.27"
"37.49","4.27"
"14.31","4.27"
"15.67","4.27"
"26.24","4.27"
"37.27","4.27"
"10.04","4.27"
"15.84","4.27"
"22.76","4.27"
"7.49","4.26"
"18.26","4.26"
"20.25","4.26"
"17.56","4.26"
"7.70","4.26"
"18.47","4.26"
"17.91","4.26"
"18.60","4.26"
"12.35","4.26"
"15.53","4.26"
"13.74","4.26"
"12.96","4.26"
"7.82","4.26"
"14.90","4.26"
"12.11","4.26"
"16.90","4.26"
"18.04","4.26"
"18.79","4.26"
"7.53","4.26"
"23.25","4.26"
"8.29","4.26"
"69.82","4.25"
"15.98","4.25"
"54.05","4.25"
"43.17","4.25"
"54.21","4.25"
"15.71","4.25"
"41.73","4.25"
"38.18","4.25"
"26.16","4.25"
"36.77","4.25"
"8.27","4.25"
"29.80","4.25"
"45.79","4.25"
"21.54","4.25"
"29.13","4.25"
"27.43","4.25"
"54.65","4.25"
"39.34","4.25"
"35.56","4.25"
"47.24","4.25"
"0.05","4.25"
"27.95","4.25"
"23.83","4.25"
"34.52","4.25"
"52.55","4.25"
"46.72","4.25"
"18.25","4.25"
"36.19","4.25"
"32.10","4.25"
"36.96","4.25"
"50.71","4.25"
"34.07","4.25"
"33.41","4.25"
"43.33","4.25"
"21.66","4.25"
"20.82","4.25"
"35.80","4.25"
"20.95","4.25"
"39.57","4.25"
"22.57","4.25"
"32.59","4.25"
"14.14","4.25"
"24.18","4.25"
"28.05","4.25"
"23.82","4.25"
"6.04","4.25"
"37.11","4.25"
"28.14","4.25"
"34.82","4.25"
"35.34","4.25"
"11.91","4.25"
"27.57","4.25"
"35.62","4.25"
"30.28","4.25"
"39.22","4.25"
"4.34","4.25"
"34.14","4.25"
"45.40","4.25"
"26.64","4.25"
"26.06","4.25"
"13.72","4.24"
"7.87","4.24"
"16.94","4.24"
"22.95","4.24"
"19.83","4.24"
"50.00","4.24"
"7.39","4.24"
"20.36","4.24"
"18.33","4.24"
"16.53","4.24"
"16.59","4.24"
"27.69","4.24"
"9.52","4.24"
"27.47","4.24"
"7.67","4.24"
"17.58","4.24"
"18.52","4.24"
"20.19","4.24"
"17.35","4.24"
"16.01","4.24"
"7.54","4.24"
"19.69","4.24"
"14.41","4.24"
"9.58","4.24"
"12.53","4.23"
"19.55","4.23"
"28.89","4.23"
"17.40","4.23"
"16.77","4.23"
"19.10","4.23"
"19.53","4.23"
"18.97","4.23"
"11.31","4.23"
"14.07","4.23"
"29.45","4.23"
"38.39","4.23"
"16.61","4.23"
"17.98","4.23"
"11.94","4.23"
"45.19","4.23"
"21.22","4.23"
"14.38","4.23"
"26.09","4.23"
"25.67","4.23"
"8.72","4.23"
"7.80","4.23"
"38.60","4.23"
"34.43","4.23"
"15.87","4.23"
"12.87","4.23"
"26.98","4.22"
"8.64","4.22"
"17.01","4.22"
"11.74","4.22"
"9.07","4.22"
"10.94","4.22"
"13.47","4.22"
"17.30","4.22"
"15.18","4.22"
"13.88","4.22"
"16.22","4.22"
"8.88","4.22"
"20.35","4.22"
"19.33","4.22"
"20.41","4.22"
"23.55","4.22"
"63.65","4.22"
"24.63","4.22"
"9.74","4.22"
"36.04","4.22"
"7.69","4.22"
"31.97","4.22"
"26.49","4.22"
"22.16","4.22"
"14.97","4.22"
"15.86","4.21"
"15.45","4.21"
"20.29","4.21"
"11.47","4.21"
"18.07","4.21"
"13.97","4.21"
"22.14","4.21"
"15.24","4.21"
"11.79","4.21"
"24.25","4.21"
"11.87","4.21"
"7.57","4.21"
"25.66","4.21"
"27.90","4.21"
"13.57","4.21"
"12.62","4.21"
"15.59","4.21"
"11.88","4.21"
"13.04","4.21"
"7.41","4.21"
"16.08","4.21"
"25.26","4.21"
"20.01","4.21"
"15.34","4.21"
"26.86","4.21"
"15.72","4.21"
"13.15","4.21"
"42.84","4.20"
"12.09","4.20"
"47.37","4.20"
"32.14","4.20"
"13.28","4.20"
"9.08","4.20"
"42.91","4.20"
"11.68","4.20"
"43.24","4.20"
"21.03","4.20"
"15.70","4.20"
"38.52","4.20"
"11.73","4.20"
"48.33","4.20"
"49.93","4.20"
"56.38","4.20"
"36.51","4.20"
"23.88","4.20"
"15.00","4.20"
"31.32","4.20"
"33.29","4.20"
"25.65","4.20"
"10.58","4.20"
"17.95","4.20"
"42.62","4.20"
"37.51","4.20"
"54.34","4.20"
"10.33","4.20"
"30.29","4.20"
"18.63","4.20"
"32.86","4.20"
"18.28","4.20"
"21.90","4.20"
"38.20","4.20"
"36.55","4.20"
"51.98","4.20"
"9.56","4.20"
"22.62","4.20"
"64.74","4.20"
"9.66","4.20"
"19.27","4.20"
"17.74","4.20"
"13.92","4.20"
"30.88","4.20"
"38.64","4.20"
"50.68","4.20"
"34.95","4.20"
"33.48","4.20"
"11.97","4.20"
"39.44","4.20"
"14.09","4.20"
"7.81","4.20"
"28.49","4.20"
"39.47","4.20"
"25.56","4.20"
"19.52","4.20"
"17.12","4.20"
"44.83","4.20"
"47.23","4.20"
"42.80","4.20"
"57.95","4.20"
"40.31","4.20"
"28.37","4.20"
"23.75","4.19"
"13.03","4.19"
"27.89","4.19"
"18.43","4.19"
"12.69","4.19"
"10.13","4.19"
"11.90","4.19"
"20.15","4.19"
"11.15","4.19"
"14.48","4.19"
"19.09","4.19"
"17.15","4.19"
"17.46","4.19"
"13.64","4.19"
"26.27","4.19"
"8.78","4.19"
"21.09","4.19"
"12.70","4.19"
"16.23","4.19"
"20.00","4.19"
"16.39","4.18"
"8.43","4.18"
"9.27","4.18"
"33.15","4.18"
"17.39","4.18"
"18.02","4.18"
"18.70","4.18"
"14.50","4.18"
"27.48","4.18"
"21.17","4.18"
"26.73","4.18"
"15.29","4.18"
"18.91","4.18"
"9.89","4.18"
"26.81","4.18"
"7.85","4.18"
"14.80","4.18"
"27.73","4.18"
"16.48","4.18"
"21.65","4.18"
"18.94","4.18"
"27.98","4.18"
"29.62","4.18"
"26.12","4.18"
"15.22","4.18"
"21.70","4.18"
"11.92","4.18"
"15.46","4.18"
"26.11","4.18"
"3.81","4.17"
"28.09","4.17"
"36.74","4.17"
"52.12","4.17"
"67.77","4.17"
"23.93","4.17"
"38.54","4.17"
"8.51","4.17"
"12.54","4.17"
"37.70","4.17"
"9.79","4.17"
"15.81","4.17"
"28.10","4.17"
"22.00","4.17"
"27.26","4.17"
"28.56","4.17"
"25.57","4.17"
"28.06","4.17"
"18.16","4.17"
"29.28","4.17"
"31.57","4.17"
"8.89","4.17"
"7.79","4.17"
"67.50","4.17"
"41.00","4.17"
"39.01","4.17"
"36.15","4.17"
"15.48","4.17"
"24.43","4.17"
"24.87","4.17"
"12.99","4.17"
"12.18","4.17"
"29.24","4.17"
"32.84","4.17"
"7.08","4.17"
"42.65","4.17"
"83.61","4.17"
"48.26","4.17"
"8.52","4.17"
"44.56","4.17"
"16.34","4.17"
"22.38","4.17"
"10.39","4.17"
"29.49","4.17"
"14.13","4.16"
"18.00","4.16"
"12.74","4.16"
"14.53","4.16"
"13.07","4.16"
"7.47","4.16"
"12.23","4.16"
"21.64","4.16"
"26.89","4.16"
"13.08","4.16"
"11.03","4.16"
"21.82","4.16"
"20.86","4.16"
"24.11","4.16"
"26.82","4.16"
"20.61","4.16"
"19.19","4.16"
"19.36","4.16"
"15.93","4.15"
"22.73","4.15"
"20.14","4.15"
"10.54","4.15"
"15.89","4.15"
"19.59","4.15"
"20.91","4.15"
"11.80","4.15"
"21.52","4.15"
"22.98","4.15"
"10.55","4.15"
"8.03","4.15"
"22.87","4.15"
"11.86","4.15"
"13.84","4.15"
"19.05","4.15"
"11.83","4.15"
"23.35","4.15"
"27.99","4.15"
"15.51","4.15"
"13.46","4.15"
"19.70","4.15"
"28.82","4.15"
"12.83","4.15"
"27.52","4.15"
"11.50","4.15"
"38.75","4.14"
"40.40","4.14"
"12.90","4.14"
"34.33","4.14"
"36.09","4.14"
"46.88","4.14"
"14.39","4.14"
"5.54","4.14"
"32.63","4.14"
"21.41","4.14"
"18.20","4.14"
"18.29","4.14"
"9.34","4.14"
"43.60","4.14"
"13.13","4.14"
"17.55","4.14"
"19.23","4.14"
"16.76","4.14"
"18.44","4.14"
"21.33","4.14"
"14.58","4.14"
"43.86","4.14"
"18.86","4.14"
"16.56","4.14"
"14.98","4.14"
"22.55","4.14"
"18.59","4.14"
"51.12","4.14"
"33.91","4.14"
"7.78","4.14"
"29.81","4.14"
"16.37","4.14"
"35.69","4.14"
"21.01","4.14"
"33.39","4.14"
"33.34","4.14"
"20.17","4.14"
"53.79","4.14"
"15.14","4.14"
"13.81","4.14"
"39.41","4.14"
"9.61","4.14"
"28.75","4.14"
"38.44","4.14"
"37.80","4.14"
"17.65","4.14"
"24.53","4.13"
"21.40","4.13"
"27.83","4.13"
"16.86","4.13"
"35.35","4.13"
"10.82","4.13"
"13.54","4.13"
"29.89","4.13"
"7.95","4.13"
"34.92","4.13"
"9.17","4.13"
"23.30","4.13"
"9.68","4.13"
"16.18","4.13"
"24.86","4.13"
"23.46","4.13"
"15.25","4.13"
"26.52","4.13"
"8.79","4.13"
"14.11","4.13"
"25.82","4.13"
"23.36","4.13"
"26.42","4.13"
"38.16","4.13"
"21.85","4.13"
"12.73","4.13"
"17.25","4.13"
"14.44","4.13"
"8.85","4.13"
"35.93","4.13"
"20.43","4.13"
"16.68","4.13"
"7.65","4.12"
"20.69","4.12"
"18.57","4.12"
"15.74","4.12"
"41.33","4.12"
"13.90","4.12"
"21.19","4.12"
"20.63","4.12"
"15.37","4.12"
"15.21","4.12"
"16.93","4.12"
"15.08","4.12"
"45.30","4.12"
"23.27","4.12"
"15.38","4.11"
"16.09","4.11"
"20.55","4.11"
"26.92","4.11"
"20.65","4.11"
"25.83","4.11"
"22.13","4.11"
"11.85","4.11"
"33.33","4.11"
"34.59","4.11"
"16.12","4.11"
"16.83","4.11"
"9.26","4.11"
"13.49","4.11"
"17.90","4.11"
"19.97","4.11"
"14.59","4.11"
"7.60","4.11"
"27.15","4.11"
"34.17","4.11"
"17.16","4.11"
"24.79","4.11"
"23.97","4.11"
"24.17","4.11"
"27.61","4.11"
"13.78","4.11"
"17.13","4.11"
"27.30","4.11"
"23.74","4.11"
"2.31","4.11"
"43.14","4.11"
"21.26","4.11"
"20.96","4.11"
"19.00","4.10"
"12.85","4.10"
"13.68","4.10"
"29.31","4.10"
"18.42","4.10"
"21.13","4.10"
"5.37","4.10"
"53.48","4.10"
"12.10","4.10"
"19.95","4.10"
"11.42","4.10"
"18.21","4.10"
"15.33","4.10"
"14.35","4.10"
"8.01","4.10"
"34.27","4.10"
"11.82","4.10"
"18.53","4.10"
"15.04","4.10"
"12.68","4.10"
"36.01","4.10"
"27.49","4.10"
"17.87","4.10"
"9.10","4.09"
"14.91","4.09"
"25.05","4.09"
"18.66","4.09"
"29.87","4.09"
"17.52","4.09"
"14.30","4.09"
"19.21","4.09"
"9.00","4.09"
"30.00","4.09"
"12.46","4.09"
"34.79","4.09"
"14.95","4.09"
"9.69","4.09"
"22.05","4.09"
"11.24","4.09"
"23.08","4.09"
"35.65","4.09"
"14.61","4.09"
"15.49","4.09"
"23.15","4.09"
"13.77","4.09"
"15.07","4.09"
"17.69","4.08"
"19.45","4.08"
"71.53","4.08"
"18.11","4.08"
"37.32","4.08"
"14.15","4.08"
"33.03","4.08"
"16.60","4.08"
"23.33","4.08"
"28.03","4.08"
"34.31","4.08"
"22.26","4.08"
"12.93","4.08"
"27.59","4.08"
"23.19","4.08"
"21.55","4.08"
"13.93","4.08"
"18.35","4.08"
"10.05","4.08"
"23.28","4.08"
"21.08","4.08"
"12.95","4.08"
"9.99","4.08"
"12.91","4.08"
"17.41","4.08"
"10.70","4.08"
"27.56","4.08"
"18.13","4.08"
"14.54","4.07"
"14.34","4.07"
"27.12","4.07"
"17.67","4.07"
"12.79","4.07"
"16.00","4.07"
"13.82","4.07"
"20.99","4.07"
"16.85","4.07"
"22.60","4.07"
"7.88","4.07"
"22.63","4.07"
"34.84","4.07"
"12.76","4.07"
"19.15","4.07"
"38.36","4.07"
"18.51","4.07"
"17.73","4.07"
"17.04","4.07"
"14.47","4.07"
"18.95","4.07"
"24.96","4.06"
"12.67","4.06"
"28.00","4.06"
"25.64","4.06"
"23.85","4.06"
"14.25","4.06"
"13.33","4.06"
"13.42","4.06"
"8.14","4.06"
"34.57","4.06"
"14.49","4.06"
"23.71","4.06"
"15.39","4.06"
"34.15","4.06"
"31.94","4.06"
"21.25","4.06"
"27.58","4.06"
"17.99","4.06"
"23.53","4.06"
"14.66","4.06"
"18.65","4.06"
"12.57","4.06"
"13.76","4.06"
"9.67","4.06"
"13.98","4.06"
"14.42","4.05"
"20.26","4.05"
"9.86","4.05"
"24.12","4.05"
"23.38","4.05"
"15.64","4.05"
"50.50","4.05"
"19.77","4.05"
"23.11","4.05"
"12.84","4.05"
"15.20","4.05"
"18.84","4.05"
"8.23","4.05"
"21.02","4.05"
"22.90","4.05"
"9.19","4.05"
"13.06","4.05"
"24.82","4.05"
"11.02","4.05"
"18.32","4.05"
"26.61","4.05"
"14.72","4.05"
"23.42","4.05"
"27.21","4.05"
"11.30","4.05"
"19.03","4.04"
"8.93","4.04"
"11.46","4.04"
"22.09","4.04"
"15.63","4.04"
"27.20","4.04"
"18.64","4.04"
"15.17","4.04"
"22.19","4.04"
"26.46","4.04"
"23.39","4.04"
"21.12","4.04"
"16.63","4.04"
"9.54","4.04"
"14.52","4.04"
"27.14","4.04"
"12.19","4.04"
"23.07","4.04"
"16.95","4.03"
"17.96","4.03"
"13.35","4.03"
"20.87","4.03"
"18.34","4.03"
"18.69","4.03"
"23.92","4.03"
"9.45","4.03"
"19.41","4.03"
"8.90","4.03"
"21.18","4.03"
"18.09","4.03"
"15.88","4.03"
"13.59","4.03"
"23.56","4.03"
"18.61","4.02"
"50.85","4.02"
"9.51","4.02"
"15.13","4.02"
"15.10","4.02"
"16.74","4.02"
"16.44","4.02"
"17.80","4.02"
"13.21","4.01"
"15.01","4.01"
"15.35","4.01"
"16.46","4.01"
"16.92","4.01"
"12.13","4.01"
"15.56","4.01"
"15.94","4.01"
"97.44","4.00"
"17.83","4.00"
"170.51","4.00"
"40.03","4.00"
"67.31","4.00"
"96.82","4.00"
"12.31","4.00"
"34.47","4.00"
"58.28","4.00"
"23.41","4.00"
"112.99","4.00"
"90.10","4.00"
"47.69","4.00"
"32.70","4.00"
"61.39","4.00"
"48.75","4.00"
"30.81","4.00"
"65.51","4.00"
"27.22","4.00"
"38.90","4.00"
"251.39","4.00"
"66.27","4.00"
"196.86","4.00"
"54.55","4.00"
"33.51","4.00"
"68.78","4.00"
"53.32","4.00"
"46.82","4.00"
"7.76","4.00"
"60.74","4.00"
"54.72","4.00"
"32.77","4.00"
"62.09","4.00"
"36.83","4.00"
"59.99","4.00"
"39.12","4.00"
"1.70","4.00"
"52.99","4.00"
"29.46","4.00"
"27.70","4.00"
"37.75","4.00"
"57.93","4.00"
"20.64","4.00"
"67.52","4.00"
"59.79","4.00"
"22.78","4.00"
"18.74","4.00"
"64.39","4.00"
"38.61","4.00"
"35.72","4.00"
"5.84","4.00"
"65.16","4.00"
"51.27","4.00"
"69.53","4.00"
"10.42","4.00"
"47.19","4.00"
"22.20","4.00"
"75.17","4.00"
"61.53","4.00"
"90.82","4.00"
"147.65","4.00"
"52.98","4.00"
"3.83","4.00"
"87.99","4.00"
"44.66","4.00"
"314.40","4.00"
"69.94","4.00"
"92.85","4.00"
"61.17","4.00"
"56.55","4.00"
"224.34","4.00"
"61.33","4.00"
"44.40","4.00"
"35.42","4.00"
"34.68","4.00"
"41.70","4.00"
"57.11","4.00"
"22.42","4.00"
"37.95","4.00"
"32.49","4.00"
"30.79","4.00"
"47.74","4.00"
"26.39","4.00"
"26.20","4.00"
"39.77","4.00"
"59.25","4.00"
"81.33","4.00"
"43.32","4.00"
"68.31","4.00"
"12.26","4.00"
"144.86","4.00"
"53.11","4.00"
"30.17","4.00"
"65.69","4.00"
"43.54","4.00"
"43.67","4.00"
"42.78","4.00"
"61.91","4.00"
"135.82","4.00"
"35.64","4.00"
"13.02","4.00"
"44.71","4.00"
"24.45","4.00"
"40.74","4.00"
"97.41","4.00"
"52.31","4.00"
"59.83","4.00"
"132.28","4.00"
"65.12","4.00"
"35.81","4.00"
"69.48","4.00"
"32.93","4.00"
"43.22","4.00"
"47.14","4.00"
"95.09","4.00"
"2.11","4.00"
"16.11","4.00"
"60.57","4.00"
"85.81","4.00"
"185.73","4.00"
"111.44","4.00"
"38.65","4.00"
"129.54","4.00"
"48.44","4.00"
"31.93","4.00"
"34.65","4.00"
"45.78","4.00"
"139.18","4.00"
"87.62","4.00"
"6.56","4.00"
"112.10","4.00"
"39.32","4.00"
"69.96","4.00"
"54.35","4.00"
"5.52","4.00"
"51.86","4.00"
"30.47","4.00"
"72.64","4.00"
"321.46","4.00"
"22.92","4.00"
"19.11","4.00"
"25.17","4.00"
"42.63","4.00"
"24.56","4.00"
"47.61","4.00"
"82.33","4.00"
"63.20","4.00"
"107.30","4.00"
"55.58","4.00"
"50.18","4.00"
"78.81","4.00"
"49.44","4.00"
"63.35","4.00"
"29.69","4.00"
"12.30","4.00"
"83.90","4.00"
"73.14","4.00"
"30.76","4.00"
"59.80","4.00"
"39.48","4.00"
"11.67","4.00"
"1.73","4.00"
"109.30","4.00"
"3.14","4.00"
"75.53","4.00"
"8.77","4.00"
"29.03","4.00"
"61.28","4.00"
"76.51","4.00"
"84.00","4.00"
"36.93","4.00"
"2.05","4.00"
"31.52","4.00"
"33.95","4.00"
"43.64","4.00"
"15.65","4.00"
"84.07","4.00"
"36.80","4.00"
"133.88","4.00"
"87.06","4.00"
"148.88","4.00"
"60.32","4.00"
"25.97","4.00"
"44.07","4.00"
"27.77","4.00"
"44.86","4.00"
"42.45","4.00"
"32.85","4.00"
"30.59","4.00"
"68.55","4.00"
"39.19","4.00"
"62.35","4.00"
"44.31","4.00"
"109.73","4.00"
"4.48","4.00"
"14.08","4.00"
"71.09","4.00"
"3.00","4.00"
"73.56","4.00"
"43.94","4.00"
"24.39","4.00"
"0.99","4.00"
"6.78","4.00"
"51.09","4.00"
"46.99","4.00"
"76.67","4.00"
"51.37","4.00"
"221.50","4.00"
"86.85","4.00"
"46.58","4.00"
"10.14","4.00"
"5.20","4.00"
"92.43","4.00"
"37.71","4.00"
"52.76","4.00"
"191.72","4.00"
"0.45","4.00"
"31.63","4.00"
"2.41","4.00"
"69.17","4.00"
"43.59","4.00"
"62.66","4.00"
"68.26","4.00"
"35.01","4.00"
"5.44","4.00"
"79.18","4.00"
"86.25","4.00"
"44.96","4.00"
"88.62","4.00"
"38.93","4.00"
"49.00","4.00"
"12.71","4.00"
"59.91","4.00"
"50.80","4.00"
"30.87","4.00"
"51.11","4.00"
"42.20","4.00"
"36.73","4.00"
"37.88","4.00"
"142.35","4.00"
"94.97","4.00"
"42.43","4.00"
"67.05","4.00"
"73.05","4.00"
"78.84","4.00"
"30.10","4.00"
"66.34","4.00"
"54.36","4.00"
"61.73","4.00"
"64.55","4.00"
"26.80","4.00"
"13.05","4.00"
"144.00","4.00"
"28.83","4.00"
"56.32","4.00"
"28.87","4.00"
"67.12","4.00"
"7.63","4.00"
"81.92","4.00"
"252.35","4.00"
"82.12","4.00"
"47.15","4.00"
"77.90","4.00"
"22.51","4.00"
"10.45","4.00"
"55.27","4.00"
"44.63","4.00"
"11.59","4.00"
"33.00","4.00"
"126.91","4.00"
"65.31","4.00"
"10.03","4.00"
"40.10","4.00"
"62.59","4.00"
"51.62","4.00"
"175.67","4.00"
"2.52","4.00"
"55.91","4.00"
"28.66","4.00"
"117.54","4.00"
"43.56","4.00"
"92.35","4.00"
"34.64","4.00"
"14.37","4.00"
"46.22","4.00"
"209.63","4.00"
"3.35","4.00"
"80.33","4.00"
"27.71","4.00"
"10.23","4.00"
"148.24","4.00"
"38.17","4.00"
"148.27","4.00"
"147.56","4.00"
"56.87","4.00"
"63.15","4.00"
"31.49","4.00"
"62.08","4.00"
"30.19","4.00"
"3.82","4.00"
"125.97","4.00"
"22.24","4.00"
"121.22","4.00"
"37.94","4.00"
"43.84","4.00"
"56.50","4.00"
"109.85","4.00"
"69.08","4.00"
"77.92","4.00"
"17.63","4.00"
"11.05","4.00"
"56.28","4.00"
"162.92","4.00"
"104.22","4.00"
"127.52","4.00"
"58.38","4.00"
"64.14","4.00"
"51.02","4.00"
"47.98","4.00"
"192.84","4.00"
"47.86","4.00"
"67.49","4.00"
"62.49","4.00"
"29.77","4.00"
"30.01","4.00"
"45.85","4.00"
"85.34","4.00"
"7.73","4.00"
"60.95","4.00"
"22.84","4.00"
"26.28","4.00"
"61.56","4.00"
"21.59","4.00"
"115.74","4.00"
"10.08","4.00"
"64.68","4.00"
"48.28","4.00"
"68.43","4.00"
"82.37","4.00"
"41.59","4.00"
"87.07","4.00"
"34.81","4.00"
"124.92","4.00"
"35.63","4.00"
"25.13","4.00"
"125.05","4.00"
"54.11","4.00"
"52.84","4.00"
"60.40","4.00"
"10.17","4.00"
"20.45","4.00"
"61.75","4.00"
"52.06","4.00"
"33.61","4.00"
"62.71","4.00"
"67.02","4.00"
"65.45","4.00"
"57.80","4.00"
"63.30","4.00"
"133.27","4.00"
"89.57","4.00"
"47.62","4.00"
"31.22","4.00"
"69.69","4.00"
"6.06","4.00"
"42.87","4.00"
"132.95","4.00"
"31.44","4.00"
"42.12","4.00"
"57.14","4.00"
"87.26","4.00"
"46.81","4.00"
"0.31","4.00"
"0.25","4.00"
"19.56","4.00"
"104.73","4.00"
"73.54","4.00"
"3.37","4.00"
"37.87","4.00"
"6.74","4.00"
"44.97","4.00"
"28.25","4.00"
"29.68","4.00"
"69.07","4.00"
"58.53","4.00"
"70.07","4.00"
"88.48","4.00"
"126.47","4.00"
"45.34","4.00"
"54.61","4.00"
"134.59","4.00"
"88.00","4.00"
"57.33","4.00"
"47.29","4.00"
"29.96","4.00"
"89.93","4.00"
"48.37","4.00"
"6.37","4.00"
"132.62","4.00"
"91.68","4.00"
"104.98","4.00"
"50.66","4.00"
"60.89","4.00"
"59.33","4.00"
"174.45","4.00"
"95.78","4.00"
"40.06","4.00"
"157.50","4.00"
"74.34","4.00"
"76.49","4.00"
"26.17","4.00"
"45.62","4.00"
"44.37","4.00"
"21.24","4.00"
"64.65","4.00"
"99.30","4.00"
"83.75","4.00"
"56.64","4.00"
"82.61","4.00"
"3.10","4.00"
"40.90","4.00"
"148.36","4.00"
"41.60","4.00"
"41.39","4.00"
"25.02","4.00"
"39.71","4.00"
"4.56","4.00"
"14.19","4.00"
"16.10","4.00"
"110.03","4.00"
"44.26","4.00"
"165.75","4.00"
"41.65","4.00"
"95.05","4.00"
"51.65","4.00"
"44.77","4.00"
"0.20","4.00"
"45.76","4.00"
"108.15","4.00"
"21.81","4.00"
"60.55","4.00"
"106.89","4.00"
"56.01","4.00"
"51.73","4.00"
"45.75","4.00"
"136.19","4.00"
"52.80","4.00"
"108.63","4.00"
"92.95","4.00"
"40.98","4.00"
"49.55","4.00"
"49.94","4.00"
"47.40","4.00"
"42.55","4.00"
"5.01","4.00"
"19.99","4.00"
"4.47","4.00"
"47.57","4.00"
"75.26","4.00"
"87.16","4.00"
"61.05","4.00"
"45.98","4.00"
"87.33","4.00"
"24.00","4.00"
"103.25","4.00"
"34.86","4.00"
"38.48","4.00"
"27.55","4.00"
"24.61","4.00"
"44.70","4.00"
"49.56","4.00"
"66.87","4.00"
"57.39","4.00"
"33.45","4.00"
"143.76","4.00"
"52.21","4.00"
"70.83","4.00"
"54.85","4.00"
"16.05","4.00"
"4.79","4.00"
"3.53","4.00"
"50.12","4.00"
"26.47","4.00"
"34.54","4.00"
"50.24","4.00"
"20.21","4.00"
"13.29","4.00"
"30.73","4.00"
"46.11","4.00"
"123.02","4.00"
"50.05","4.00"
"55.56","4.00"
"63.79","4.00"
"63.80","4.00"
"82.01","4.00"
"24.65","4.00"
"104.23","4.00"
"0.11","4.00"
"29.61","4.00"
"81.56","4.00"
"49.34","4.00"
"1.98","4.00"
"53.13","4.00"
"15.42","4.00"
"28.22","4.00"
"61.37","4.00"
"66.63","4.00"
"57.10","4.00"
"50.17","4.00"
"4.04","4.00"
"56.78","4.00"
"32.36","4.00"
"84.39","4.00"
"58.17","4.00"
"96.63","4.00"
"50.43","4.00"
"47.60","4.00"
"5.11","4.00"
"59.66","4.00"
"97.74","4.00"
"105.19","4.00"
"1.40","4.00"
"20.28","4.00"
"56.91","4.00"
"39.58","4.00"
"6.65","4.00"
"51.85","4.00"
"36.49","4.00"
"24.54","4.00"
"53.08","4.00"
"45.36","4.00"
"38.88","4.00"
"63.14","4.00"
"19.46","4.00"
"41.21","4.00"
"73.42","4.00"
"79.02","4.00"
"29.01","4.00"
"87.01","4.00"
"61.47","4.00"
"34.12","4.00"
"73.66","4.00"
"36.57","4.00"
"32.92","4.00"
"67.36","4.00"
"153.57","4.00"
"101.56","4.00"
"50.11","4.00"
"35.43","4.00"
"45.70","4.00"
"69.99","4.00"
"82.96","4.00"
"11.11","4.00"
"24.50","4.00"
"74.78","4.00"
"22.71","4.00"
"33.04","4.00"
"28.98","4.00"
"29.33","4.00"
"56.31","4.00"
"21.69","4.00"
"53.07","4.00"
"339.59","4.00"
"103.38","4.00"
"114.39","4.00"
"42.24","4.00"
"35.41","4.00"
"6.00","4.00"
"111.22","4.00"
"64.05","4.00"
"56.36","4.00"
"61.34","4.00"
"58.70","4.00"
"84.85","4.00"
"27.62","4.00"
"7.77","4.00"
"104.51","4.00"
"106.23","4.00"
"59.41","4.00"
"53.35","4.00"
"56.82","4.00"
"36.88","4.00"
"1.67","4.00"
"29.76","4.00"
"64.42","4.00"
"58.10","4.00"
"49.81","4.00"
"44.57","4.00"
"116.22","4.00"
"8.99","4.00"
"105.48","4.00"
"85.37","4.00"
"98.34","4.00"
"19.72","4.00"
"6.79","4.00"
"63.45","4.00"
"27.66","4.00"
"40.29","4.00"
"24.27","4.00"
"51.42","4.00"
"42.05","4.00"
"28.95","4.00"
"18.83","4.00"
"46.65","4.00"
"1.00","4.00"
"34.03","4.00"
"46.37","4.00"
"86.61","4.00"
"56.86","4.00"
"62.63","4.00"
"36.82","4.00"
"77.34","4.00"
"101.29","4.00"
"34.91","4.00"
"66.85","4.00"
"26.45","4.00"
"39.54","4.00"
"18.10","4.00"
"42.01","4.00"
"120.79","4.00"
"62.26","4.00"
"26.02","4.00"
"19.92","4.00"
"24.51","4.00"
"48.65","4.00"
"30.71","4.00"
"23.90","4.00"
"170.11","4.00"
"50.07","4.00"
"62.10","4.00"
"37.93","4.00"
"2.84","4.00"
"7.34","4.00"
"31.06","4.00"
"44.12","4.00"
"86.66","4.00"
"13.71","4.00"
"41.02","4.00"
"56.33","4.00"
"68.12","4.00"
"52.56","4.00"
"50.46","4.00"
"47.34","4.00"
"2.75","4.00"
"73.11","4.00"
"43.02","4.00"
"73.97","4.00"
"75.69","4.00"
"28.88","4.00"
"85.71","4.00"
"28.13","4.00"
"48.01","4.00"
"49.54","4.00"
"43.46","4.00"
"62.83","4.00"
"17.34","4.00"
"82.49","4.00"
"45.55","4.00"
